especially	ADV	0
chairman	UKN	0
accept	V	1
policies	N	0
past	PREP	0
found	V	0
control	N	0
agree	V	1
support	V	1
seem	V	0
totally	ADV	0
lost	V	0
thought	V	0
quarter	N	0
interested	ADJ	1
turn	V	0
pick	V	0
himself	N	0
specific	ADJ	0
planning	N	0
future	N	1
y	UKN	0
felt	V	0
after	CONJ	0
left	V	0
fund	N	0
worth	PREP	1
personal	ADJ	0
benefit	N	1
West	N	0
strong	ADJ	0
station	N	0
South	N	0
sites	N	0
manager	N	0
date	N	0
o	UKN	0
play	V	1
changed	V	0
paid	V	0
private	ADJ	0
meeting	UKN	0
wh	UKN	0
friend	N	1
contract	N	0
ball	N	0
asked	V	0
comments	N	0
provision	N	0
club	N	0
necessarily	ADV	0
hard	ADJ	-1
extent	N	0
enough	DET	1
conditions	N	0
several	DET	0
otherwise	ADV	0
lovely	ADJ	1
christmas	N	0
choice	N	1
top	N	0
send	V	0
chair	N	0
happened	V	0
discussion	N	0
subject	N	0
Peter	N	0
running	V	0
happened	V	0
generally	ADV	0
help	N	1
Sunday	N	0
Monday	N	0
correct	ADJ	0
Saturday	N	0
space	N	1
expect	V	0
present	ADJ	0
paragraph	N	0
move	V	0
Paul	N	0
bits	N	0
pension	N	0
economic	ADJ	0
common	ADJ	0
record	N	0
ooh	UKN	0
nearly	ADV	0
range	N	0
picture	N	0
away from	PREP	0
teachers	N	0
miles	N	0
further	ADJ	0
university	N	0
suggest	V	0
costs	N	0
second	N	0
radio	N	0
parts	N	0
in order	ADV	0
East	N	0
responsibility	N	1
transport	N	0
sell	V	0
recently	ADV	0
beginning	N	0
press	N	0
officer	N	0
meetings	N	0
write	V	0
spend	V	0
proper	ADJ	0
Nottingham	N	0
for instance	ADV	0
stay	V	0
final	ADJ	0
countries	N	0
continue	V	0
chairman	N	0
whereas	CONJ	0
investment	N	0
debate	N	0
coal	N	0
research	N	0
practice	N	0
lady	N	0
early	ADJ	0
works	V	0
previous	ADJ	0
books	N	0
allowed	V	0
all right	ADV	0
function	N	0
access	N	0
white	ADJ	0
serious	ADJ	0
right	UKN	0
data	N	0
greater	ADJ	0
become	V	0
set	V	0
useful	ADJ	1
proposals	N	0
minister	N	0
kids	N	0
husband	N	0
until	UKN	0
carry	V	0
seventeen	UKN	0
amendment	N	0
low	ADJ	0
leave	V	0
existing	ADJ	0
sitting	V	0
production	N	0
United	N	0
start	N	1
fair	ADJ	1
brought	V	0
tend	V	0
worked	V	0
regional	ADJ	0
hear	V	0
seem	V	0
benefits	N	0
an	UKN	0
moving	V	0
environmental	ADJ	0
greenbelt	N	0
on to	PREP	0
happening	V	0
box	N	0
supposed	ADJ	0
homes	N	0
worked	V	0
deal	N	0
paying	V	0
holiday	N	0
well	ADJ	1
football	N	0
telling	V	0
l	UKN	0
add	V	1
finished	V	0
yep	UKN	0
speaking	V	0
scale	N	0
produce	V	0
circumstances	N	0
television	N	0
d	UKN	0
though	CONJ	0
movement	N	1
eventually	ADV	0
councils	N	0
village	N	0
majority	N	0
explain	V	0
attention	N	0
told	V	0
reasonable	ADJ	0
lord	UKN	0
live	V	1
field	N	0
as well as	CONJ	0
human	ADJ	1
mentioned	V	0
've	V	0
wish	V	0
planning	UKN	0
learn	V	1
document	N	0
unfortunately	ADV	0
relationship	N	0
public	N	0
machine	N	0
looked	V	0
board	N	0
add	V	1
throughout	PREP	0
rights	N	0
increase	N	0
boat	N	0
basic	ADJ	0
argument	N	0
death	N	0
once	CONJ	0
ready	ADJ	1
dealing	V	0
concern	N	0
prices	N	0
living	V	1
stand	V	0
bed	N	0
means	N	0
housing	N	0
anywhere	ADV	0
top	UKN	0
past	N	0
definitely	ADV	0
even if	CONJ	0
by	UKN	0
north	N	0
individual	ADJ	0
hopefully	ADV	0
future	UKN	1
consider	V	0
S	N	0
english	ADJ	0
awful	ADJ	-1
teacher	N	0
matters	N	0
sit	V	0
post	N	0
now that	CONJ	0
none	N	0
either	DET	0
surely	ADV	0
levels	N	0
left	ADJ	0
finally	ADV	0
feet	N	0
saying	UKN	0
girls	N	0
excellent	ADJ	1
bottom	N	0
rates	N	0
the	UKN	0
nil	N	0
tea	N	0
population	N	0
response	N	0
boy	N	0
properly	ADV	0
G	N	0
a little	ADV	0
plans	N	0
c	UKN	0
successful	ADJ	0
views	N	0
students	N	0
matter	V	0
extremely	ADV	0
detail	N	0
while	N	0
modern	ADJ	0
near	PREP	0
listening	V	0
copy	N	0
became	V	0
T	N	0
success	N	0
long	UKN	0
face	N	0
security	N	1
looked	V	0
equal	ADJ	0
v	UKN	0
such as	PREP	0
sheet	N	0
labour	N	0
additional	ADJ	0
act	N	0
presumably	ADV	0
approach	N	0
answer	V	0
England	N	0
corner	N	0
pay	N	0
heart	N	1
charge	N	0
each other	N	0
bye	UKN	0
united	ADJ	0
comment	N	0
afford	V	0
systems	N	0
read	V	0
insurance	N	0
total	ADJ	0
cup	N	0
bank	N	0
wonderful	ADJ	1
energy	N	1
names	N	0
economy	N	0
around	UKN	0
Scotland	N	0
american	ADJ	0
starting	V	0
less	DET	0
century	N	0
south	N	0
playing	V	0
apart from	PREP	0
agreement	N	0
Michael	N	0
soon	ADV	0
prepared	V	0
operation	N	0
odd	ADJ	0
in front of	PREP	0
a little bit	ADV	0
outside	PREP	0
unit	N	0
responsible	ADJ	0
music	N	0
look	UKN	0
lines	N	0
college	N	0
call	N	0
weight	N	0
Mayor	N	0
floor	N	0
director	N	0
advance	N	0
son	N	0
rid	V	0
died	V	0
boys	N	0
m	UKN	0
born	V	0
bigger	ADJ	0
M	N	0
organization	N	1
decide	V	0
cars	N	0
carried	V	0
afraid	ADJ	0
products	N	0
gas	N	0
etcetera	ADV	0
sure	UKN	0
significant	ADJ	0
housing	UKN	0
more than	ADV	0
families	N	0
down	PREP	0
summer	N	0
depends	V	0
skills	N	0
immediately	ADV	0
wrote	V	0
f	UKN	0
wonder	V	1
Freud	N	0
strategy	N	0
vote	N	0
competition	N	0
branch	N	0
as it were	ADV	0
set	V	0
agenda	N	0
set	N	0
pence	N	0
panel	N	0
left	V	0
right	N	0
procedure	N	0
horse	N	0
baby	N	0
ahead	ADV	0
pardon	N	1
legal	ADJ	0
horses	N	0
Christ	N	0
America	N	0
agreed	V	0
said	UKN	0
purpose	N	1
mine	N	0
me	DET	0
entirely	ADV	0
Wednesday	N	0
details	N	0
up to	ADV	0
telephone	N	0
foot	N	0
across	ADV	0
opinion	N	0
imagine	V	0
goal	N	0
girl	N	0
blood	N	0
bar	N	0
allow	V	1
window	N	0
spirit	N	1
selling	V	0
worse	ADJ	0
ability	N	0
wages	N	0
mentioned	V	0
fourth	UKN	0
colour	N	0
element	N	0
draw	V	0
called	UKN	0
E	N	0
papers	N	0
forget	V	0
degree	N	0
as long as	CONJ	0
red	ADJ	0
including	PREP	0
rules	N	0
obvious	ADJ	0
unions	N	0
peasants	N	0
international	ADJ	0
industrial	ADJ	0
ordinary	ADJ	0
built	V	0
wait	V	0
mind	V	0
run	V	0
rule	N	0
no	ADV	-1
May	N	0
lord	N	0
working	ADJ	0
property	N	0
notes	N	0
growth	N	1
starts	V	0
older	ADJ	0
O	N	0
natural	ADJ	0
goods	N	0
writing	V	0
video	N	0
duty	N	1
technology	N	0
shops	N	0
fully	ADV	0
as if	CONJ	0
self	N	0
high	UKN	0
e	UKN	0
check	V	0
showing	V	0
oil	N	0
facilities	N	0
direction	N	1
decisions	N	0
along	UKN	0
seeing	V	0
parish	N	0
twice	ADV	0
standards	N	0
recent	ADJ	0
good	UKN	1
Tuesday	N	0
test	N	0
terrible	ADJ	-1
original	ADJ	1
note	N	0
build	V	0
set	V	0
in relation to	PREP	0
above	PREP	0
shown	V	0
procedures	N	0
impact	N	0
careful	ADJ	0
started	V	0
lower	ADJ	0
D	N	0
a lot	ADV	0
message	N	0
achieve	V	1
protection	N	0
letters	N	0
items	N	0
character	N	0
difficulty	N	0
parliament	N	0
election	N	0
best	ADV	1
walk	V	0
till	PREP	0
strategic	ADJ	0
sent	V	0
easily	ADV	1
criteria	N	0
we	UKN	0
truth	N	1
sentence	N	0
route	N	0
bus	N	0
becomes	V	0
performance	N	0
patients	N	0
n	UKN	0
memory	N	0
join	V	0
double	ADJ	0
context	N	0
thought	N	0
talk	V	0
principle	N	0
love	N	1
Harrogate	N	0
effectively	ADV	0
used	UKN	0
science	N	0
save	V	1
resolution	N	0
reference	N	0
re	UKN	0
balance	N	1
relief	N	1
knowledge	N	1
favour	N	0
bill	N	0
N	N	0
voluntary	ADJ	0
sex	N	0
Harlow	N	0
City	N	0
army	N	0
heavy	ADJ	0
effective	ADJ	0
moved	V	1
model	N	0
royal	ADJ	0
faith	N	1
apparently	ADV	0
honourable	ADJ	0
exercise	N	0
ensure	V	0
background	N	0
worry	V	0
u	ADJ	0
theory	N	0
mainly	ADV	0
independent	ADJ	0
accident	N	0
level	UKN	0
heard	V	0
equipment	N	0
brother	N	0
behaviour	N	0
relevant	ADJ	0
pay	V	0
risk	N	0
ring	N	0
proposal	N	0
hard	ADV	-1
consultation	N	0
bringing	V	0
top	ADJ	0
read	V	0
instead of	PREP	0
easier	ADJ	0
division	N	0
discuss	V	0
countryside	N	0
yo	UKN	0
tape	N	0
legislation	N	0
crime	N	0
cash	N	0
campaign	N	0
'em	N	0
up	PREP	1
types	N	0
States	N	0
right	N	0
keeping	V	0
factors	N	0
consideration	N	1
activity	N	0
weekend	N	0
units	N	0
schemes	N	0
leader	N	1
improve	V	0
trees	N	0
review	N	0
hang	V	0
general	UKN	0
future	ADJ	1
attitude	N	0
apply	V	0
honest	ADJ	1
complete	ADJ	0
agricultural	ADJ	0
will	N	0
technical	ADJ	0
medical	ADJ	0
funny	ADJ	0
covered	V	0
squared	V	0
parties	N	0
membership	N	0
ladies	N	0
due	ADJ	0
defence	N	0
bring	V	0
increase	V	0
expensive	ADJ	0
acid	N	0
tremendous	ADJ	0
Thursday	N	0
study	N	1
results	N	0
possibility	N	0
gentleman	N	1
September	N	0
Oxfordshire	N	0
nought	N	0
material	N	0
roads	N	0
quick	ADJ	0
cover	V	0
card	N	0
beyond	PREP	0
seemed	V	0
negative	ADJ	-1
wall	N	0
play	N	1
mind	V	0
middle	N	0
effects	N	0
waiting	V	0
Jane	N	0
in particular	ADV	0
dog	N	0
cut	V	0
courses	N	0
contact	N	0
thousands	N	0
savings	N	1
mention	V	0
animals	N	0
only	UKN	0
huge	ADJ	1
estate	N	0
sides	N	0
follow	V	0
whilst	CONJ	0
rich	ADJ	0
lives	N	0
June	N	0
guy	N	0
reduction	N	0
raise	V	0
individuals	N	0
helpful	ADJ	1
unemployment	N	0
separate	ADJ	0
November	N	0
eye	N	0
busy	ADJ	0
force	N	0
wish	V	0
m	UKN	0
later	ADJ	0
hot	ADJ	1
his	N	0
weather	N	0
sounds	V	0
turn	V	0
suggestion	N	0
personally	ADV	0
send	V	0
file	N	0
thinks	V	0
early	ADV	0
joint	ADJ	0
George	N	0
along	PREP	0
advantage	N	1
standing	UKN	0
spoke	V	0
season	N	0
pieces	N	0
front	ADJ	0
event	N	0
design	N	0
walking	V	0
lived	V	0
Germany	N	0
capital	N	1
sit	V	0
pattern	N	0
Martin	N	0
called	V	0
sum	N	0
stock	N	0
regular	ADJ	0
develop	V	0
coffee	N	0
aspects	N	0
annual	ADJ	0
activities	N	0
speed	N	0
sixth	UKN	0
January	N	0
go	N	0
degrees	N	0
clients	N	0
agreed	UKN	0
hold	V	0
Bill	N	0
base	N	0
b	UKN	0
April	N	0
younger	ADJ	0
step	N	0
sea	N	0
fox	UKN	0
executive	N	0
distance	N	0
thought	UKN	0
rural	ADJ	0
since	UKN	0
professional	ADJ	0
over there	ADV	0
garden	N	0
following	V	0
fifth	UKN	0
chap	N	0
blue	ADJ	0
smaller	ADJ	0
requirements	N	0
profit	N	0
longer	ADJ	0
funds	N	0
essentially	ADV	0
electricity	N	0
direct	ADJ	0
contribution	N	1
Alan	N	0
spent	V	0
since	PREP	0
become	V	0
loss	N	0
seriously	ADV	0
Selby	N	0
option	N	0
n	NEG	0
effort	N	0
difficulties	N	0
daughter	N	0
October	N	0
suddenly	ADV	0
reform	N	0
plan	UKN	0
opportunities	N	0
left	UKN	0
forget	V	0
applications	N	0
shows	V	0
according to	PREP	0
series	N	0
Richard	N	0
beautiful	ADJ	1
presentation	N	0
pass	V	0
media	N	0
interests	N	0
carry	V	0
brilliant	ADJ	1
wee	ADJ	0
break	V	0
amongst	PREP	0
accept	V	1
wide	ADJ	0
inside	PREP	0
close	ADJ	0
revolution	N	0
listen	V	0
la	UKN	0
held	V	0
ha	UKN	0
eyes	N	0
show	N	0
kind of	ADV	0
forms	N	0
finish	V	0
directly	ADV	0
writing	UKN	0
server	N	0
park	N	0
late	ADJ	0
enquiry	N	0
currently	ADV	0
carefully	ADV	0
support	V	1
started	UKN	0
library	N	0
front	N	0
dead	ADJ	-1
councillors	N	0
cost	V	0
considered	V	0
cold	ADJ	-1
whose	DET	0
produced	V	0
plenty	N	0
minus	N	0
involved	V	1
in favour of	PREP	0
employers	N	0
demand	N	0
under	ADV	0
railway	N	0
light	N	1
Leeds	N	0
hall	N	0
decided	V	0
article	N	0
sheep	N	0
July	N	0
h	UKN	0
enormous	ADJ	1
earth	N	0
changing	V	0
appointment	N	0
afterwards	ADV	0
R	N	0
no longer	ADV	-1
kept	V	0
aid	N	1
league	N	0
finding	V	0
voice	N	0
tried	V	0
ring	V	0
perfectly	ADV	0
factory	N	0
yours	N	0
win	V	0
sort	V	0
prime	ADJ	0
front	UKN	0
tells	V	0
safe	ADJ	1
network	N	0
dangerous	ADJ	0
danger	N	0
civil	ADJ	0
treatment	N	0
this	ADV	0
method	N	0
elections	N	0
works	N	0
urban	ADJ	0
outside	ADV	0
open	V	1
wan	V	0
tory	ADJ	0
strike	N	0
received	V	0
offered	V	0
green	ADJ	0
essential	ADJ	0
requirement	N	0
put	UKN	0
offer	V	0
length	N	0
happening	UKN	0
guidance	N	1
December	N	0
sale	N	0
respect	N	1
raised	V	0
peasant	N	0
Leicester	N	0
dad	N	0
confidence	N	1
classes	N	0
Chris	N	0
chapter	N	0
buy	V	0
briefly	ADV	0
stories	N	0
session	N	0
relatively	ADV	0
France	N	0
bought	V	0
along with	PREP	0
Wales	N	0
reports	N	0
on behalf of	PREP	0
nevertheless	ADV	0
met	V	0
commitment	N	1
assessment	N	0
analysis	N	0
style	N	1
round	ADJ	0
providing	V	0
lights	N	0
